ListingID,ListingDate,Neighborhood,YearBuilt,Renovated,Bedrooms,Bathrooms,SqFt_Living,SqFt_Lot,Floors,GarageSpaces,Condition,SchoolRating,DistanceToCenter_km,CrimeIndex,MedianIncome_k,Price_USD
1000495,2023-04-22,Rural,1976,0,5,1.5,1652,9072,2,2,1,9,24.01,43.3,92.6,421400
1000496,2023-04-06,Suburb,1957,0,2,3.5,576,9563,1,0,1,7,8.61,30.9,105.7,347300
1000497,2023-10-15,Suburb,2008,0,5,3.0,4113,6411,3,1,5,1,19.1,50.8,48.2,872200
1000498,2024-06-20,Suburb,2016,0,3,3.5,1224,13139,1,1,4,3,16.83,44.0,64.9,341000
1000499,2023-06-08,Uptown,1942,1,6,2.0,2731,13840,1,1,5,6,1.43,35.6,70.1,804700
1000500,2023-04-12,Suburb,2019,0,1,3.5,3461,2373,1,2,4,9,18.67,45.6,95.5,799300
1000501,2025-08-19,Suburb,2000,1,6,2.5,1515,13866,1,3,4,5,1.28,43.1,66.4,556500
1000502,2024-07-18,Rural,1948,0,2,2.5,1759,3592,1,1,3,9,19.65,42.7,68.5,370500
1000503,2025-02-23,Waterfront,2004,1,1,1.0,1538,4327,1,2,3,8,9.44,38.8,46.9,502900
1000504,2025-03-06,Suburb,1949,0,5,3.0,1054,8323,2,2,3,3,14.08,25.4,88.6,432100
1000505,2023-04-22,Suburb,1944,0,4,3.0,1066,1217,2,2,2,2,2.35,46.1,74.4,379800
1000506,2024-11-10,Rural,1949,1,6,2.5,1191,5970,1,0,5,10,15.1,33.0,63.6,406100
1000507,2025-08-01,Uptown,1979,0,1,2.5,2195,3563,1,3,2,6,22.34,29.7,72.3,533500
1000508,2024-05-06,Rural,1993,0,1,3.5,2464,7652,1,0,4,9,6.74,41.4,102.8,565500
1000509,2025-08-02,Suburb,1975,0,4,3.0,559,12369,2,2,4,10,8.54,56.0,55.9,310000
1000510,2025-11-02,Downtown,1950,0,6,2.0,3631,13923,2,2,3,5,18.09,47.8,59.5,971700
1000511,2024-08-21,Downtown,1957,0,3,4.5,3001,3813,1,2,4,1,18.32,37.0,105.5,793600
1000512,2023-04-22,Rural,2013,0,5,3.0,761,8538,1,0,1,10,0.5,36.4,79.7,293700
1000513,2024-11-07,Downtown,2022,0,6,4.5,3618,7537,1,0,2,6,32.14,54.5,92.7,961500
1000514,2025-08-22,Uptown,2004,0,6,4.5,612,6695,1,2,3,2,18.76,10.0,86.8,451000
1000515,2024-09-26,Uptown,1948,0,4,4.0,2574,9784,1,0,2,6,20.27,57.0,77.2,633700
1000516,2025-05-26,Downtown,2010,0,5,3.5,2221,14851,3,1,5,1,12.71,16.9,70.3,720400
1000517,2024-08-09,Uptown,1999,0,4,3.0,2358,6554,1,2,5,3,0.5,23.8,96.3,747900
1000518,2024-04-05,Rural,1985,0,5,1.5,4038,1726,1,2,4,4,20.07,37.3,103.6,794700
1000519,2025-11-02,Downtown,1952,0,4,2.5,3931,13807,1,0,2,5,8.91,77.6,101.9,1047900
1000520,2023-06-17,Rural,2025,0,4,3.5,1532,14036,2,1,1,6,18.9,70.2,51.9,387600
1000521,2024-05-05,Rural,1978,0,3,2.5,2645,5377,1,3,4,9,12.03,55.6,106.7,586000
1000522,2023-06-20,Uptown,1943,0,4,4.0,4049,7924,1,1,5,4,16.14,50.3,70.1,970700
1000523,2024-12-18,Downtown,1958,0,5,1.5,3197,13049,1,0,3,8,7.03,17.1,61.4,913300
1000524,2025-10-07,Suburb,1974,0,6,2.0,3785,7953,2,0,5,10,21.78,47.4,74.3,844500
1000525,2025-12-29,Downtown,1945,0,4,2.5,2109,7633,1,1,5,8,3.3,36.8,96.3,771300
1000526,2023-09-14,Uptown,1967,0,1,2.5,1547,13892,2,3,3,3,34.21,32.7,89.9,402600
1000527,2025-03-08,Waterfront,1980,1,4,1.5,2389,12569,1,1,2,7,34.14,47.3,72.4,734100
1000528,2025-08-16,Waterfront,2021,0,2,1.5,3523,8004,1,0,1,3,28.69,37.9,96.4,895000
1000529,2025-07-02,Rural,1947,0,1,3.5,3937,3093,3,1,4,5,25.48,58.0,81.1,676600
1000530,2024-07-05,Uptown,1989,0,1,2.5,3038,7025,2,0,3,7,13.24,16.0,65.4,692400
1000531,2023-07-11,Suburb,2018,0,4,1.0,3114,10406,1,1,1,3,24.5,46.1,62.4,610300
1000532,2024-05-21,Suburb,2009,0,6,1.0,2394,4669,2,3,1,1,13.13,31.8,87.0,614400
1000533,2025-04-30,Uptown,2019,0,4,2.5,1682,8429,1,2,5,9,0.5,38.9,76.2,622100
1000534,2024-11-09,Suburb,1954,0,3,1.5,2065,10155,1,0,2,8,27.53,49.6,47.7,457000
1000535,2024-03-01,Downtown,2008,0,1,3.0,2342,2007,2,1,2,2,24.16,28.2,96.6,592500
1000536,2023-08-24,Downtown,2024,1,5,3.5,3518,8889,2,0,4,4,13.72,47.5,67.4,988300
1000537,2024-12-15,Suburb,1968,1,1,2.0,2555,11274,1,0,2,3,2.97,41.8,113.0,606400
1000538,2024-04-14,Downtown,1982,0,6,3.0,3435,3843,2,2,5,10,8.72,35.1,47.1,997600
1000539,2024-06-01,Downtown,1985,0,5,1.5,601,8588,1,1,4,10,0.5,37.9,74.0,445000
1000540,2025-10-25,Rural,1982,0,6,2.0,3301,10874,1,2,2,7,22.51,42.7,62.6,649000
1000541,2023-01-11,Waterfront,1964,0,2,4.0,2376,1428,3,2,2,5,0.5,33.5,56.5,734300
1000542,2023-09-19,Suburb,2023,1,1,2.5,4194,9946,1,1,5,1,16.58,45.1,67.3,869300
1000543,2025-10-05,Rural,2022,0,2,4.0,2245,4488,2,3,3,3,6.41,40.8,117.0,555300
1000544,2025-10-07,Waterfront,1972,1,5,2.0,2270,6442,2,1,5,1,1.16,35.8,81.2,810600
1000545,2023-11-28,Downtown,2009,1,2,2.0,971,10002,2,1,2,8,16.15,68.8,60.6,383800
1000546,2025-12-25,Suburb,1974,0,6,2.5,3486,862,1,2,1,1,11.0,51.2,37.8,763600
1000547,2023-08-20,Uptown,2008,0,1,2.5,3096,1038,3,0,5,7,21.54,39.3,40.1,666300
1000548,2023-02-26,Downtown,1990,0,1,4.5,3692,7141,2,1,2,10,2.59,47.2,66.2,1028100
1000549,2023-12-03,Rural,1980,0,2,1.5,843,14287,2,2,5,4,7.18,29.6,64.1,271000
1000550,2024-08-05,Suburb,1951,0,5,3.5,1283,886,1,1,4,7,0.5,38.4,73.1,486400
1000551,2023-01-07,Suburb,1996,1,4,4.0,3745,12001,1,2,2,9,0.5,40.2,30.0,910300
1000552,2023-07-08,Downtown,1967,0,3,2.5,655,1865,1,1,4,5,30.18,26.3,76.0,280100
1000553,2025-05-16,Downtown,1958,0,4,2.0,2380,7743,1,2,1,5,32.75,50.8,100.6,615000
1000554,2024-11-12,Waterfront,1956,1,4,2.5,1997,6915,1,0,2,3,14.83,37.4,113.7,658200
1000555,2024-10-25,Downtown,2024,0,4,2.0,3976,7447,2,0,2,5,6.59,39.7,36.3,966700
1000556,2025-12-20,Uptown,1948,0,4,3.5,3670,1963,2,1,4,9,11.31,36.5,60.4,925200
1000557,2023-09-08,Uptown,2008,1,1,2.5,3818,11500,1,2,3,7,21.86,89.4,59.2,844000
1000558,2025-09-09,Suburb,2014,0,2,4.0,1569,4714,1,0,4,3,9.37,35.1,81.2,466100
1000559,2024-01-25,Suburb,1942,0,4,3.0,2674,11749,2,2,3,6,16.14,14.0,51.2,621700
1000560,2025-10-10,Suburb,1990,0,1,2.5,3090,10108,1,1,4,8,13.89,21.0,115.0,749700
1000561,2025-05-08,Downtown,1989,1,3,3.0,4080,8628,2,1,1,1,8.88,56.4,79.0,1001100
1000562,2023-08-22,Uptown,1970,0,1,2.5,527,5182,1,1,4,8,9.26,65.0,75.3,286700
1000563,2023-08-18,Rural,1997,0,5,4.0,4115,10062,1,0,1,3,16.64,34.8,113.0,777800
1000564,2024-08-17,Suburb,1975,0,1,1.5,1815,14967,1,3,1,3,5.21,64.2,77.6,437400
1000565,2024-07-05,Suburb,1977,0,1,4.5,974,13909,3,1,4,5,18.07,56.1,86.8,356900
1000566,2023-09-15,Suburb,1977,1,4,3.5,2778,13812,1,2,1,6,9.76,42.2,61.5,679600
1000567,2023-10-13,Rural,2008,0,2,4.0,3392,3920,2,2,4,10,15.15,41.1,47.8,627600
1000568,2025-09-12,Downtown,1994,1,3,2.5,980,9111,1,1,1,3,26.46,47.7,64.6,376300
1000569,2025-04-06,Uptown,1972,0,2,3.5,650,6449,1,2,1,3,12.49,58.2,126.1,330100
1000570,2023-07-29,Suburb,2019,0,2,2.0,3818,14531,2,2,5,4,22.28,51.0,91.9,789000
1000571,2025-03-05,Uptown,2008,1,5,3.5,3955,14292,1,2,1,9,0.5,34.8,84.0,1063400
1000572,2023-06-18,Rural,2020,0,5,1.5,1078,13126,1,1,5,10,9.77,42.4,56.5,396200
1000573,2024-05-02,Suburb,2002,0,2,2.0,3845,3110,1,2,2,5,14.25,74.7,98.0,780700
1000574,2023-01-14,Rural,1973,1,5,2.5,3867,5328,2,2,4,7,31.31,48.8,48.1,741000
1000575,2024-12-12,Rural,2006,0,5,2.0,4191,10900,1,1,5,10,0.5,58.0,43.5,803100
1000576,2023-07-19,Suburb,1968,0,4,2.0,1300,11445,1,2,1,9,13.13,53.1,65.7,423500
1000577,2023-09-16,Waterfront,1963,1,4,3.5,2642,5774,3,1,2,7,27.11,49.1,121.0,887300
1000578,2023-07-27,Suburb,1978,0,6,2.0,4179,2743,2,2,3,6,6.93,46.6,119.8,979100
1000579,2023-07-21,Rural,2023,0,3,3.5,3840,2744,2,3,5,10,12.08,58.5,68.1,727400
1000580,2023-03-26,Uptown,1988,0,3,1.0,2738,10521,2,3,1,3,16.99,55.8,63.2,618500
1000581,2024-08-30,Suburb,1972,0,4,3.5,1229,7249,2,2,1,4,15.66,49.0,41.9,385000
1000582,2025-08-09,Suburb,1979,0,6,3.5,812,7773,1,2,2,8,28.09,34.6,79.7,333100
1000583,2023-11-27,Downtown,1965,0,5,2.5,1459,12379,1,2,2,1,18.04,50.8,81.6,539500
1000584,2025-05-04,Uptown,1996,0,1,3.0,741,1038,2,0,2,6,25.95,44.0,95.4,254000
1000585,2024-08-18,Waterfront,1970,0,3,4.0,1222,11515,2,1,1,9,10.76,40.4,98.0,583000
1000586,2023-10-06,Suburb,1987,0,5,3.5,777,4694,3,1,5,2,7.34,85.2,73.7,311000
1000587,2023-03-09,Downtown,1971,0,2,2.0,3321,14024,2,0,4,9,11.97,21.9,90.2,922200
1000588,2025-05-08,Uptown,1967,0,6,2.5,2683,14367,1,3,1,5,3.57,59.4,62.6,736600
1000589,2023-01-26,Downtown,2023,0,5,3.5,2416,7930,1,2,3,9,18.35,32.1,89.8,805100
1000590,2024-04-07,Downtown,1969,0,6,2.0,3496,5285,2,1,4,7,10.53,47.0,66.8,965100
1000591,2023-02-07,Waterfront,1946,0,1,3.5,2020,4111,1,1,4,2,7.95,83.5,88.1,658300
1000592,2025-04-29,Suburb,1972,1,4,2.0,1991,3376,2,2,5,8,18.49,30.6,86.3,559900
1000593,2025-12-20,Uptown,1985,0,4,3.5,1265,14989,2,1,4,1,3.71,34.1,79.5,489100
1000594,2023-12-21,Suburb,1948,0,4,1.0,2146,3463,1,2,4,3,20.93,44.7,95.5,528000
1000595,2023-12-10,Downtown,1966,1,6,1.0,1145,7141,2,3,1,9,9.69,32.3,43.5,456300
1000596,2024-09-10,Uptown,1954,0,3,4.5,2680,7605,2,1,1,9,24.43,58.3,54.6,691500
1000597,2024-07-04,Suburb,1983,0,4,4.0,4191,10445,2,1,4,1,10.47,37.0,72.1,923700
1000598,2024-02-23,Suburb,2002,0,5,4.0,2472,12766,1,1,5,4,19.69,54.8,46.2,623600
1000599,2024-02-06,Waterfront,2023,0,5,4.5,1606,8724,2,0,2,1,15.62,25.1,69.0,622100
1000600,2023-07-25,Suburb,1973,0,5,2.5,3046,11564,1,1,4,3,20.7,17.9,69.8,713600
1000601,2023-10-02,Suburb,2014,0,3,2.0,3534,8847,1,0,2,10,14.99,41.6,106.8,768900
1000602,2024-10-03,Rural,1958,0,6,1.5,2246,7003,1,0,3,2,0.5,21.5,81.1,489200
1000603,2025-03-15,Waterfront,2007,1,1,2.5,1426,3040,2,1,4,7,23.08,67.8,100.6,558200
1000604,2025-04-02,Suburb,1988,1,3,2.0,3141,3764,2,0,4,9,13.21,22.1,84.6,751500
1000605,2024-07-20,Waterfront,2005,0,4,4.0,1193,6940,1,2,1,9,21.11,29.4,66.2,478700
1000606,2025-04-05,Rural,2004,0,1,1.0,4191,1454,2,0,5,4,20.21,51.2,80.9,705000
1000607,2024-10-10,Rural,1985,0,3,1.5,1676,5292,1,2,5,7,7.04,36.2,94.0,428900
1000608,2024-01-26,Downtown,1962,1,4,2.0,1796,7369,2,1,3,5,5.77,22.2,104.3,645700
1000609,2024-01-23,Suburb,1985,0,4,1.5,3190,7511,1,0,2,2,19.9,75.6,75.1,619300
1000610,2024-07-22,Suburb,2011,0,1,2.0,545,12370,2,0,3,3,11.27,30.0,41.8,245400
1000611,2023-12-04,Suburb,2023,0,2,3.0,1250,14541,1,2,5,8,22.43,42.1,40.2,355600
1000612,2025-04-17,Suburb,2019,0,2,2.0,964,11162,2,1,3,7,12.4,41.9,70.8,329200
1000613,2023-07-22,Waterfront,1955,0,4,3.0,1947,1929,1,1,1,6,23.21,55.7,30.0,543000
1000614,2023-03-01,Waterfront,1991,0,2,4.0,2548,6602,2,0,1,8,17.81,51.9,117.5,848300
1000615,2024-06-22,Uptown,1948,0,4,3.0,1164,11165,2,3,5,7,16.59,32.6,91.1,524700
1000616,2023-03-20,Suburb,1997,1,5,3.0,1774,9245,1,0,4,4,10.63,40.1,64.0,512200
1000617,2023-07-29,Rural,2025,0,5,2.0,3357,7300,1,1,4,3,16.09,41.6,53.6,674900
1000618,2024-02-17,Uptown,1944,0,2,1.5,3978,6995,2,2,1,10,24.74,56.2,100.6,864500
1000619,2023-01-05,Downtown,1996,0,6,2.0,552,6565,2,1,1,10,13.51,27.5,53.5,356100
1000620,2023-09-02,Downtown,2021,0,1,4.5,2822,9022,1,1,2,1,18.78,75.3,55.6,721300
1000621,2024-08-20,Rural,2012,0,1,3.0,595,3338,1,2,2,8,14.42,33.6,61.1,198600
1000622,2024-02-15,Suburb,1973,0,1,2.0,2425,8149,1,1,2,2,15.12,44.9,80.5,546800
1000623,2025-09-09,Waterfront,1948,0,2,2.5,3754,3723,2,0,3,9,29.51,27.6,91.7,987500
1000624,2023-04-13,Suburb,2019,0,6,3.5,3453,10470,2,1,2,6,24.82,25.5,104.2,847600
1000625,2025-02-27,Waterfront,2019,0,2,3.0,1361,13080,1,0,1,7,14.71,31.9,101.0,514500
1000626,2024-10-10,Suburb,1989,0,5,2.5,1457,8009,2,3,3,8,15.93,30.4,78.0,495200
1000627,2024-12-07,Rural,2024,0,3,4.0,3399,6304,2,2,4,7,7.68,38.8,100.5,718000
1000628,2025-01-06,Downtown,1940,0,1,3.0,3533,14157,2,2,4,3,12.44,30.3,63.2,959200
1000629,2023-02-27,Suburb,1993,0,3,3.0,1539,10168,1,0,2,9,16.78,55.4,37.9,408700
1000630,2025-05-17,Rural,1943,0,1,1.5,511,6878,1,2,2,6,21.66,33.3,63.2,199800
1000631,2023-12-30,Waterfront,2020,0,3,1.5,2144,1208,1,2,3,6,20.74,31.6,60.3,652500
1000632,2024-12-13,Rural,1998,0,4,4.5,2793,1026,1,0,1,4,4.02,39.1,64.1,560300
1000633,2023-11-19,Downtown,2018,1,4,3.0,2142,3945,1,2,5,1,22.79,59.9,56.9,656500
1000634,2024-03-10,Uptown,1988,1,2,2.5,3959,4156,1,2,5,6,13.2,48.2,67.9,970700
1000635,2025-02-06,Downtown,1947,0,5,3.0,3511,11044,1,2,1,4,5.12,43.5,91.6,1003200
1000636,2025-10-21,Downtown,1942,0,4,1.0,3415,7909,2,1,5,7,26.03,23.5,115.7,881200
1000637,2025-08-20,Suburb,1968,0,2,3.5,575,15000,1,0,1,4,27.17,27.9,40.0,180600
1000638,2025-03-07,Suburb,2003,0,3,1.5,3659,8476,2,2,3,10,16.37,25.8,49.7,831000
1000639,2024-08-13,Rural,1952,0,1,3.5,3295,13625,1,2,4,7,20.38,64.6,60.6,595300
1000640,2024-08-01,Rural,2013,1,6,2.5,1969,8644,2,1,2,5,20.91,53.0,94.8,503500
1000641,2025-11-24,Suburb,1960,1,5,2.0,2681,5886,1,0,2,8,26.56,32.1,73.5,644000
1000642,2023-08-15,Rural,1982,0,2,1.0,3550,10947,2,2,1,7,20.55,36.5,62.1,599400
1000643,2025-11-11,Downtown,1957,0,5,3.5,3853,7182,2,0,4,7,2.05,32.6,93.8,1058600
1000644,2024-12-12,Uptown,1980,1,5,1.5,2538,4700,1,1,1,6,32.09,31.7,99.0,629600
1000645,2024-11-06,Suburb,1978,0,4,1.0,653,7520,2,2,3,10,23.59,51.9,77.6,336700
1000646,2024-10-10,Rural,1940,1,1,3.5,2789,10242,1,0,2,4,9.41,40.7,60.0,526200
1000647,2025-06-09,Downtown,1988,0,6,2.0,3016,6133,2,0,5,5,4.73,76.2,83.9,864800
1000648,2025-01-18,Suburb,2007,1,6,2.0,718,10797,1,0,5,3,18.54,63.8,72.9,317800
1000649,2023-04-14,Suburb,2020,0,6,2.0,3524,14727,1,3,5,6,11.5,64.6,72.7,899600
1000650,2025-05-06,Downtown,1968,0,6,3.5,1245,6640,1,1,4,10,16.97,55.1,66.7,534200
1000651,2025-03-09,Suburb,2015,0,6,2.0,3795,4992,2,2,3,7,20.69,38.7,98.3,854200
1000652,2025-09-29,Rural,2015,0,5,1.5,2539,6511,1,3,2,3,8.9,54.0,83.5,575800
1000653,2025-10-23,Suburb,2025,0,1,2.0,1692,12704,2,2,1,10,3.96,39.8,100.8,535000
1000654,2025-11-06,Uptown,1972,1,3,1.5,717,3340,1,1,5,8,17.47,69.5,107.4,344300
1000655,2023-02-16,Rural,2013,0,2,2.0,566,14627,1,1,2,5,9.2,51.1,88.1,220400
1000656,2024-11-21,Uptown,1988,1,2,1.0,3244,6679,1,1,3,2,15.31,48.9,66.9,768500
1000657,2025-10-21,Rural,1945,0,5,1.5,1895,12751,2,2,1,5,1.91,46.9,100.9,483900
1000658,2025-11-24,Uptown,1963,0,5,2.5,3609,11973,2,3,2,9,11.73,71.1,88.2,900200
1000659,2024-08-25,Suburb,1997,0,4,4.0,1353,11927,1,2,4,6,20.43,23.5,135.3,486700
1000660,2025-09-25,Uptown,1953,0,5,1.0,3906,13708,2,1,3,2,19.45,72.6,84.8,872200
1000661,2025-08-22,Uptown,1977,0,1,1.5,3984,3425,1,1,3,2,6.9,42.2,93.3,860300
1000662,2023-01-03,Rural,2006,0,2,4.0,876,9229,1,2,2,10,3.49,23.9,84.4,305000
1000663,2025-08-27,Downtown,1952,0,6,4.0,2894,2205,1,0,1,5,14.14,33.7,75.8,786300
1000664,2024-11-29,Downtown,1982,0,3,3.0,3977,5051,1,2,5,7,19.05,20.2,72.3,1024800
1000665,2024-09-20,Uptown,1958,1,4,2.0,1695,1376,1,1,3,4,17.65,54.8,84.5,487900
1000666,2023-07-15,Suburb,1986,0,3,2.5,750,10489,2,2,2,1,9.39,29.4,89.5,365200
1000667,2025-10-03,Rural,1960,1,2,1.5,3740,9430,1,2,2,5,16.68,47.5,103.4,694900
1000668,2023-11-20,Waterfront,2023,0,5,1.5,2254,11310,2,1,4,7,27.52,62.0,84.8,733400
1000669,2024-04-02,Uptown,1946,0,5,2.0,600,3302,2,0,3,4,15.85,34.9,67.8,298300
1000670,2023-11-23,Suburb,2022,0,5,2.5,3609,5517,2,2,2,7,0.5,41.0,70.8,846600
1000671,2025-11-28,Downtown,2008,0,3,2.0,3012,10404,2,1,5,5,15.83,25.4,48.9,831300
1000672,2024-06-13,Suburb,2013,0,4,3.0,760,12537,2,1,5,4,32.4,39.2,114.5,362100
1000673,2023-05-05,Waterfront,2013,0,6,2.0,1457,13377,1,1,1,3,2.41,83.6,66.1,583400
1000674,2023-01-12,Suburb,1956,0,4,2.0,567,1846,1,1,4,3,14.27,56.7,99.3,345600
1000675,2025-12-10,Suburb,2020,0,3,3.5,4033,6516,1,2,5,3,11.96,41.0,84.1,932800
1000676,2023-09-16,Uptown,1991,0,2,4.0,592,952,2,0,3,8,14.86,35.8,84.7,287500
1000677,2025-04-24,Waterfront,2022,0,4,2.0,3445,12423,1,1,1,4,15.75,44.4,75.4,979400
1000678,2023-02-01,Suburb,2015,1,3,2.5,2392,2546,2,2,1,8,24.26,47.0,60.7,531500
1000679,2025-09-09,Downtown,1989,0,4,2.0,2656,12475,2,0,4,4,14.76,38.7,56.7,755900
1000680,2024-12-14,Uptown,1972,1,1,1.0,3503,3015,1,1,5,4,25.5,53.0,116.0,778700
1000681,2023-09-04,Downtown,1950,1,2,3.0,3812,1018,2,2,1,10,12.94,30.7,80.5,970800
1000682,2025-09-01,Downtown,1948,1,5,1.5,971,13281,1,2,3,9,10.85,30.6,102.8,552200
1000683,2023-11-23,Downtown,1973,1,3,2.5,566,7031,1,2,3,5,7.98,50.6,108.5,433200
1000684,2025-12-29,Suburb,2009,0,3,2.5,961,6835,2,2,2,3,0.5,27.5,69.0,379500
1000685,2024-10-19,Suburb,1983,0,4,1.5,3025,9984,1,1,4,8,16.48,55.9,87.3,738600
1000686,2024-05-06,Uptown,1981,0,3,1.0,2604,4704,1,1,5,1,32.49,44.8,79.0,598100
1000687,2023-03-06,Suburb,1961,1,5,2.0,810,10609,1,3,2,5,18.12,17.6,52.5,349100
1000688,2023-10-13,Waterfront,1988,0,2,4.5,1367,6893,1,2,1,6,20.18,46.6,73.9,501600
1000689,2023-03-05,Rural,1994,0,5,3.0,2488,4672,2,1,2,7,10.28,19.7,90.9,583800
1000690,2025-07-24,Suburb,2024,1,2,2.0,3202,6407,2,1,2,2,11.8,55.4,67.0,712300
1000691,2023-04-20,Uptown,2002,0,3,1.0,1770,887,1,1,4,1,22.86,41.3,70.9,434700
1000692,2023-05-05,Rural,1992,0,4,3.0,4014,5081,1,0,3,3,32.08,72.8,74.2,672400
1000693,2023-05-17,Uptown,2018,0,6,1.0,4172,9199,1,2,1,2,27.39,61.1,124.5,1005600
1000694,2025-12-03,Uptown,1976,0,2,2.5,3335,2758,2,2,2,6,21.25,29.1,37.7,728100
1000695,2025-11-29,Waterfront,2020,0,4,3.5,2181,2483,2,1,4,10,14.32,14.7,89.0,806900
1000696,2025-02-22,Suburb,1971,1,1,2.5,3746,10114,1,1,3,3,15.89,33.7,72.4,807100
1000697,2023-03-22,Rural,1950,0,1,2.0,3193,6881,1,1,3,5,7.22,26.7,63.9,591800
1000698,2024-07-06,Suburb,1975,0,5,1.0,2422,2739,2,0,2,3,0.97,72.4,71.9,540300
1000699,2025-11-05,Suburb,1951,0,5,1.0,2142,11420,2,2,2,1,3.86,44.8,92.7,580500
1000700,2023-04-16,Uptown,1950,0,3,2.5,3580,11811,1,1,1,8,14.45,59.0,93.9,872500
1000701,2025-05-19,Uptown,2015,0,4,4.0,2561,1293,2,1,1,3,11.37,40.7,82.1,719700
1000702,2023-01-20,Uptown,2008,1,3,2.0,1176,3664,1,2,1,6,0.78,42.3,102.0,494300
1000703,2025-05-31,Downtown,1959,1,2,2.5,4200,6059,1,3,4,7,13.66,44.5,105.9,1118900
1000704,2024-08-19,Rural,2012,0,3,3.0,752,11186,2,0,1,9,11.13,61.6,96.0,310900
1000705,2025-08-31,Uptown,1945,0,2,1.0,3072,1851,1,1,3,2,3.44,49.7,66.0,709200
1000706,2024-03-29,Suburb,1964,0,5,1.5,2927,12240,1,1,5,6,10.67,29.1,88.9,780600
1000707,2025-05-10,Rural,2000,0,3,2.0,2669,5336,2,0,4,10,11.11,69.3,89.0,547300
1000708,2025-07-12,Rural,1966,0,2,3.0,692,2579,2,1,3,5,8.45,40.6,60.1,240700
1000709,2023-12-23,Suburb,2002,0,4,2.5,2323,13060,1,2,1,1,22.34,38.2,43.5,517000
1000710,2024-12-04,Suburb,2015,0,5,3.0,3803,2031,2,0,3,3,0.5,10.0,33.5,832500
1000711,2024-05-20,Waterfront,1945,1,2,4.0,1386,2640,2,0,5,8,0.5,54.5,79.5,605900
1000712,2024-04-18,Suburb,1942,0,6,3.5,3059,14284,2,2,2,8,14.03,46.5,84.6,802200
1000713,2025-05-26,Rural,2020,1,3,4.5,3678,8178,3,1,5,4,14.87,46.5,52.0,736300
1000714,2023-09-05,Waterfront,1984,0,4,3.5,4024,7375,2,2,4,2,17.64,39.0,101.0,1192400
1000715,2023-05-12,Rural,1983,1,6,3.5,2410,10561,1,2,2,3,9.15,36.4,81.3,577700
1000716,2024-06-10,Downtown,1979,0,3,3.5,1661,9749,1,2,1,3,5.74,39.5,107.7,597600
1000717,2025-06-19,Suburb,1977,0,2,3.0,3089,9513,2,2,1,8,13.93,51.9,86.2,728200
1000718,2023-06-28,Downtown,1999,1,5,3.5,2299,1130,3,2,2,9,10.03,54.6,54.5,709700
1000719,2024-01-08,Suburb,1989,1,1,4.0,2820,8635,1,2,2,1,27.96,41.5,88.1,654700
1000720,2025-01-01,Waterfront,1954,0,3,2.5,3244,4757,1,1,4,8,11.08,59.2,92.7,1001600
1000721,2024-06-06,Suburb,1993,0,6,3.0,3128,12269,2,1,3,8,13.52,43.8,66.0,806300
1000722,2024-10-25,Suburb,1997,0,3,2.5,1398,7977,1,1,3,7,36.28,37.4,46.3,354400
1000723,2024-08-01,Downtown,1949,0,5,3.5,3297,2557,1,1,4,9,12.25,48.0,80.2,935400
1000724,2025-06-06,Waterfront,1972,0,4,2.5,2505,13385,2,0,4,1,19.01,24.6,56.0,758100
1000725,2025-08-17,Downtown,2007,1,2,3.5,3944,4837,2,1,4,7,19.82,48.5,102.7,1068200
1000726,2024-05-07,Downtown,1993,0,2,3.5,2940,4654,2,1,5,2,20.58,21.9,69.0,771400
1000727,2024-04-18,Uptown,1951,0,4,4.5,3800,14096,2,0,2,9,16.61,29.6,115.9,1041600
1000728,2023-11-02,Downtown,1943,0,1,2.0,4122,11808,1,1,5,5,15.74,14.7,31.3,1011800
1000729,2024-05-01,Suburb,1989,0,3,3.0,4180,13006,2,2,3,1,14.9,42.4,81.0,875800
1000730,2025-07-05,Suburb,1979,0,3,3.5,3256,10204,1,2,1,8,8.82,69.1,109.4,834400
1000731,2024-07-03,Uptown,2022,0,6,4.0,2710,13729,1,2,1,8,16.93,43.2,58.4,771900
1000732,2025-01-27,Downtown,1984,0,1,4.0,937,2436,2,1,1,5,32.26,54.7,74.5,263300
1000733,2024-04-03,Downtown,2020,0,6,2.5,1929,9320,2,2,5,4,24.9,80.3,69.1,607900
1000734,2025-02-13,Uptown,1958,1,3,2.5,2259,4966,2,2,1,1,16.74,51.1,63.0,598700
1000735,2025-02-19,Downtown,1978,0,4,1.5,3388,6458,1,0,5,10,21.7,33.5,83.4,963600
1000736,2024-08-01,Suburb,1952,1,4,4.5,2679,4177,3,3,4,2,6.18,35.6,49.5,716700
1000737,2025-10-21,Downtown,1989,0,2,2.0,2125,3711,2,0,3,9,11.66,45.0,75.6,655300
1000738,2025-08-18,Uptown,1956,0,6,3.0,1042,7084,2,2,5,6,22.53,35.5,89.4,497200
1000739,2023-06-23,Uptown,1982,0,2,3.5,3149,13840,2,2,5,7,27.38,36.6,73.3,820200
1000740,2023-09-07,Suburb,1969,0,1,2.5,2098,9822,1,1,5,7,7.06,59.8,56.0,545300
1000741,2025-11-12,Downtown,1955,0,5,1.5,633,5761,2,2,3,9,9.65,60.4,100.7,425300
1000742,2024-03-16,Downtown,1948,0,4,1.5,1551,6954,2,1,2,1,33.63,20.3,94.1,468400
